Date,Route,Price
2023-10-21 03:00:00,Shanghai-Rotterdam,1025.28
2023-10-21 04:00:00,Shanghai-Rotterdam,1023.98
2023-10-21 05:00:00,Shanghai-Rotterdam,1019.74
2023-10-21 06:00:00,Shanghai-Rotterdam,1023.91
2023-10-21 07:00:00,Shanghai-Rotterdam,1023.78
2023-10-21 08:00:00,Shanghai-Rotterdam,1016.02
2023-10-21 09:00:00,Shanghai-Rotterdam,1020.65
2023-10-21 10:00:00,Shanghai-Rotterdam,1023.77
2023-10-21 11:00:00,Shanghai-Rotterdam,1013.37
2023-10-21 12:00:00,Shanghai-Rotterdam,1016.87
2023-10-21 13:00:00,Shanghai-Rotterdam,1012.38
2023-10-21 14:00:00,Shanghai-Rotterdam,1022.4
2023-10-21 15:00:00,Shanghai-Rotterdam,1023.42
2023-10-21 16:00:00,Shanghai-Rotterdam,1021.32
2023-10-21 17:00:00,Shanghai-Rotterdam,1019.16
2023-10-21 18:00:00,Shanghai-Rotterdam,1016.57
2023-10-21 19:00:00,Shanghai-Rotterdam,1021.76
2023-10-21 20:00:00,Shanghai-Rotterdam,1017.64
2023-10-21 21:00:00,Shanghai-Rotterdam,1022.74
2023-10-21 22:00:00,Shanghai-Rotterdam,1022.43
2023-10-21 23:00:00,Shanghai-Rotterdam,1023.02
2023-10-22 00:00:00,Shanghai-Rotterdam,1022.47
2023-10-22 01:00:00,Shanghai-Rotterdam,1025.61
2023-10-22 02:00:00,Shanghai-Rotterdam,1025.31
2023-10-22 03:00:00,Shanghai-Rotterdam,1028.68
2023-10-22 04:00:00,Shanghai-Rotterdam,1025.61
2023-10-22 05:00:00,Shanghai-Rotterdam,1012.19
2023-10-22 06:00:00,Shanghai-Rotterdam,1032.67
2023-10-22 07:00:00,Shanghai-Rotterdam,1018.75
2023-10-22 08:00:00,Shanghai-Rotterdam,1027.1
2023-10-22 09:00:00,Shanghai-Rotterdam,1017.79
2023-10-22 10:00:00,Shanghai-Rotterdam,1028.34
2023-10-22 11:00:00,Shanghai-Rotterdam,1027.52
2023-10-22 12:00:00,Shanghai-Rotterdam,1028.55
2023-10-22 13:00:00,Shanghai-Rotterdam,1033.54
2023-10-22 14:00:00,Shanghai-Rotterdam,1021.39
2023-10-22 15:00:00,Shanghai-Rotterdam,1028.86
2023-10-22 16:00:00,Shanghai-Rotterdam,1027.05
2023-10-22 17:00:00,Shanghai-Rotterdam,1019.32
2023-10-22 18:00:00,Shanghai-Rotterdam,1032.39
2023-10-22 19:00:00,Shanghai-Rotterdam,1021.9
2023-10-22 20:00:00,Shanghai-Rotterdam,1032.42
2023-10-22 21:00:00,Shanghai-Rotterdam,1026.73
2023-10-22 22:00:00,Shanghai-Rotterdam,1029.67
2023-10-22 23:00:00,Shanghai-Rotterdam,1034.0
2023-10-23 00:00:00,Shanghai-Rotterdam,1027.72
2023-10-23 01:00:00,Shanghai-Rotterdam,1026.26
2023-10-23 02:00:00,Shanghai-Rotterdam,1032.96
2023-10-23 03:00:00,Shanghai-Rotterdam,1025.89
2023-10-23 04:00:00,Shanghai-Rotterdam,1019.83
2023-10-23 05:00:00,Shanghai-Rotterdam,1029.92
2023-10-23 06:00:00,Shanghai-Rotterdam,1024.46
2023-10-23 07:00:00,Shanghai-Rotterdam,1034.73
2023-10-23 08:00:00,Shanghai-Rotterdam,1035.57
2023-10-23 09:00:00,Shanghai-Rotterdam,1023.43
2023-10-23 10:00:00,Shanghai-Rotterdam,1031.41
2023-10-23 11:00:00,Shanghai-Rotterdam,1029.26
2023-10-23 12:00:00,Shanghai-Rotterdam,1028.72
2023-10-23 13:00:00,Shanghai-Rotterdam,1031.67
2023-10-23 14:00:00,Shanghai-Rotterdam,1022.98
2023-10-23 15:00:00,Shanghai-Rotterdam,1036.69
2023-10-23 16:00:00,Shanghai-Rotterdam,1035.3
2023-10-23 17:00:00,Shanghai-Rotterdam,1039.01
2023-10-23 18:00:00,Shanghai-Rotterdam,1032.68
2023-10-23 19:00:00,Shanghai-Rotterdam,1033.41
2023-10-23 20:00:00,Shanghai-Rotterdam,1032.38
2023-10-23 21:00:00,Shanghai-Rotterdam,1033.08
2023-10-23 22:00:00,Shanghai-Rotterdam,1038.0
2023-10-23 23:00:00,Shanghai-Rotterdam,1037.37
2023-10-24 00:00:00,Shanghai-Rotterdam,1035.14
2023-10-24 01:00:00,Shanghai-Rotterdam,1034.0
2023-10-24 02:00:00,Shanghai-Rotterdam,1036.29
2023-10-24 03:00:00,Shanghai-Rotterdam,1030.8
2023-10-24 04:00:00,Shanghai-Rotterdam,1034.3
2023-10-24 05:00:00,Shanghai-Rotterdam,1040.94
2023-10-24 06:00:00,Shanghai-Rotterdam,1038.6
2023-10-24 07:00:00,Shanghai-Rotterdam,1040.87
2023-10-24 08:00:00,Shanghai-Rotterdam,1037.73
2023-10-24 09:00:00,Shanghai-Rotterdam,1037.58
2023-10-24 10:00:00,Shanghai-Rotterdam,1030.31
2023-10-24 11:00:00,Shanghai-Rotterdam,1038.94
2023-10-24 12:00:00,Shanghai-Rotterdam,1041.46
2023-10-24 13:00:00,Shanghai-Rotterdam,1041.03
2023-10-24 14:00:00,Shanghai-Rotterdam,1041.31
2023-10-24 15:00:00,Shanghai-Rotterdam,1039.67
2023-10-24 16:00:00,Shanghai-Rotterdam,1032.28
2023-10-24 17:00:00,Shanghai-Rotterdam,1043.17
2023-10-24 18:00:00,Shanghai-Rotterdam,1030.91
2023-10-24 19:00:00,Shanghai-Rotterdam,1046.64
2023-10-24 20:00:00,Shanghai-Rotterdam,1041.7
2023-10-24 21:00:00,Shanghai-Rotterdam,1049.69
2023-10-24 22:00:00,Shanghai-Rotterdam,1049.81
2023-10-24 23:00:00,Shanghai-Rotterdam,1036.08
2023-10-25 00:00:00,Shanghai-Rotterdam,1040.0
2023-10-25 01:00:00,Shanghai-Rotterdam,1045.76
2023-10-25 02:00:00,Shanghai-Rotterdam,1041.89
2023-10-25 03:00:00,Shanghai-Rotterdam,1040.01
2023-10-25 04:00:00,Shanghai-Rotterdam,1049.96
2023-10-25 05:00:00,Shanghai-Rotterdam,1043.73
2023-10-25 06:00:00,Shanghai-Rotterdam,1043.83
2023-10-25 07:00:00,Shanghai-Rotterdam,1044.36
2023-10-25 08:00:00,Shanghai-Rotterdam,1045.93
2023-10-25 09:00:00,Shanghai-Rotterdam,1041.53
2023-10-25 10:00:00,Shanghai-Rotterdam,1040.18
2023-10-25 11:00:00,Shanghai-Rotterdam,1045.56
2023-10-25 12:00:00,Shanghai-Rotterdam,1045.99
2023-10-25 13:00:00,Shanghai-Rotterdam,1054.53
2023-10-25 14:00:00,Shanghai-Rotterdam,1055.99
2023-10-25 15:00:00,Shanghai-Rotterdam,1053.92
2023-10-25 16:00:00,Shanghai-Rotterdam,1050.53
2023-10-25 17:00:00,Shanghai-Rotterdam,1051.26
2023-10-25 18:00:00,Shanghai-Rotterdam,1045.41
2023-10-25 19:00:00,Shanghai-Rotterdam,1055.26
2023-10-25 20:00:00,Shanghai-Rotterdam,1049.32
2023-10-25 21:00:00,Shanghai-Rotterdam,1054.94
2023-10-25 22:00:00,Shanghai-Rotterdam,1052.31
2023-10-25 23:00:00,Shanghai-Rotterdam,1041.14
2023-10-26 00:00:00,Shanghai-Rotterdam,1045.18
2023-10-26 01:00:00,Shanghai-Rotterdam,1048.17
2023-10-26 02:00:00,Shanghai-Rotterdam,1054.63
2023-10-26 03:00:00,Shanghai-Rotterdam,1055.81
2023-10-26 04:00:00,Shanghai-Rotterdam,1053.25
2023-10-26 05:00:00,Shanghai-Rotterdam,1056.36
2023-10-26 06:00:00,Shanghai-Rotterdam,1059.13
2023-10-26 07:00:00,Shanghai-Rotterdam,1051.43
2023-10-26 08:00:00,Shanghai-Rotterdam,1051.7
2023-10-26 09:00:00,Shanghai-Rotterdam,1053.31
2023-10-26 10:00:00,Shanghai-Rotterdam,1053.67
2023-10-26 11:00:00,Shanghai-Rotterdam,1045.22
2023-10-26 12:00:00,Shanghai-Rotterdam,1056.37
2023-10-26 13:00:00,Shanghai-Rotterdam,1053.21
2023-10-26 14:00:00,Shanghai-Rotterdam,1057.67
2023-10-26 15:00:00,Shanghai-Rotterdam,1049.71
2023-10-26 16:00:00,Shanghai-Rotterdam,1054.85
2023-10-26 17:00:00,Shanghai-Rotterdam,1053.21
2023-10-26 18:00:00,Shanghai-Rotterdam,1057.56
2023-10-26 19:00:00,Shanghai-Rotterdam,1050.51
2023-10-26 20:00:00,Shanghai-Rotterdam,1056.61
2023-10-26 21:00:00,Shanghai-Rotterdam,1058.11
2023-10-26 22:00:00,Shanghai-Rotterdam,1056.52
2023-10-26 23:00:00,Shanghai-Rotterdam,1050.77
2023-10-27 00:00:00,Shanghai-Rotterdam,1056.33
2023-10-27 01:00:00,Shanghai-Rotterdam,1057.19
2023-10-27 02:00:00,Shanghai-Rotterdam,1060.55
2023-10-27 03:00:00,Shanghai-Rotterdam,1057.44
2023-10-27 04:00:00,Shanghai-Rotterdam,1052.67
2023-10-27 05:00:00,Shanghai-Rotterdam,1054.16
2023-10-27 06:00:00,Shanghai-Rotterdam,1047.33
2023-10-27 07:00:00,Shanghai-Rotterdam,1051.65
2023-10-27 08:00:00,Shanghai-Rotterdam,1065.97
2023-10-27 09:00:00,Shanghai-Rotterdam,1057.75
2023-10-27 10:00:00,Shanghai-Rotterdam,1051.6
2023-10-27 11:00:00,Shanghai-Rotterdam,1064.99
2023-10-27 12:00:00,Shanghai-Rotterdam,1051.94
2023-10-27 13:00:00,Shanghai-Rotterdam,1061.59
2023-10-27 14:00:00,Shanghai-Rotterdam,1056.36
2023-10-27 15:00:00,Shanghai-Rotterdam,1062.02
2023-10-27 16:00:00,Shanghai-Rotterdam,1060.57
2023-10-27 17:00:00,Shanghai-Rotterdam,1065.09
2023-10-27 18:00:00,Shanghai-Rotterdam,1059.04
2023-10-27 19:00:00,Shanghai-Rotterdam,1067.18
2023-10-27 20:00:00,Shanghai-Rotterdam,1063.13
2023-10-27 21:00:00,Shanghai-Rotterdam,1065.29
2023-10-27 22:00:00,Shanghai-Rotterdam,1069.39
2023-10-27 23:00:00,Shanghai-Rotterdam,1067.47
2023-10-28 00:00:00,Shanghai-Rotterdam,1068.22
2023-10-28 01:00:00,Shanghai-Rotterdam,1063.92
2023-10-28 02:00:00,Shanghai-Rotterdam,1066.98
2023-10-28 03:00:00,Shanghai-Rotterdam,1065.23
2023-10-28 04:00:00,Shanghai-Rotterdam,1065.12
2023-10-28 05:00:00,Shanghai-Rotterdam,1065.51
2023-10-28 06:00:00,Shanghai-Rotterdam,1060.57
2023-10-28 07:00:00,Shanghai-Rotterdam,1072.55
2023-10-28 08:00:00,Shanghai-Rotterdam,1059.65
2023-10-28 09:00:00,Shanghai-Rotterdam,1071.03
2023-10-28 10:00:00,Shanghai-Rotterdam,1077.46
2023-10-28 11:00:00,Shanghai-Rotterdam,1059.31
2023-10-28 12:00:00,Shanghai-Rotterdam,1069.07
2023-10-28 13:00:00,Shanghai-Rotterdam,1070.2
2023-10-28 14:00:00,Shanghai-Rotterdam,1066.22
2023-10-28 15:00:00,Shanghai-Rotterdam,1077.13
2023-10-28 16:00:00,Shanghai-Rotterdam,1070.41
2023-10-28 17:00:00,Shanghai-Rotterdam,1060.75
2023-10-28 18:00:00,Shanghai-Rotterdam,1073.46
2023-10-28 19:00:00,Shanghai-Rotterdam,1057.81
2023-10-28 20:00:00,Shanghai-Rotterdam,1071.51
2023-10-28 21:00:00,Shanghai-Rotterdam,1061.62
2023-10-28 22:00:00,Shanghai-Rotterdam,1077.23
2023-10-28 23:00:00,Shanghai-Rotterdam,1070.64
2023-10-29 00:00:00,Shanghai-Rotterdam,1070.1
2023-10-29 01:00:00,Shanghai-Rotterdam,1072.2
2023-10-29 02:00:00,Shanghai-Rotterdam,1067.25
2023-10-29 03:00:00,Shanghai-Rotterdam,1067.37
2023-10-29 04:00:00,Shanghai-Rotterdam,1070.87
2023-10-29 05:00:00,Shanghai-Rotterdam,1076.62
2023-10-29 06:00:00,Shanghai-Rotterdam,1068.71
2023-10-29 07:00:00,Shanghai-Rotterdam,1062.97
2023-10-29 08:00:00,Shanghai-Rotterdam,1085.27
2023-10-29 09:00:00,Shanghai-Rotterdam,1067.92
2023-10-29 10:00:00,Shanghai-Rotterdam,1072.02
2023-10-29 11:00:00,Shanghai-Rotterdam,1074.75
2023-10-29 12:00:00,Shanghai-Rotterdam,1068.46
2023-10-29 13:00:00,Shanghai-Rotterdam,1081.65
2023-10-29 14:00:00,Shanghai-Rotterdam,1062.78
2023-10-29 15:00:00,Shanghai-Rotterdam,1080.44
2023-10-29 16:00:00,Shanghai-Rotterdam,1079.67
2023-10-29 17:00:00,Shanghai-Rotterdam,1070.76
2023-10-29 18:00:00,Shanghai-Rotterdam,1073.48
2023-10-29 19:00:00,Shanghai-Rotterdam,1077.67
2023-10-29 20:00:00,Shanghai-Rotterdam,1087.88
2023-10-29 21:00:00,Shanghai-Rotterdam,1075.81
2023-10-29 22:00:00,Shanghai-Rotterdam,1071.18
2023-10-29 23:00:00,Shanghai-Rotterdam,1076.77
2023-10-30 00:00:00,Shanghai-Rotterdam,1078.93
2023-10-30 01:00:00,Shanghai-Rotterdam,1085.83
2023-10-30 02:00:00,Shanghai-Rotterdam,1076.74
2023-10-30 03:00:00,Shanghai-Rotterdam,1087.86
2023-10-30 04:00:00,Shanghai-Rotterdam,1079.93
2023-10-30 05:00:00,Shanghai-Rotterdam,1084.2
2023-10-30 06:00:00,Shanghai-Rotterdam,1076.79
2023-10-30 07:00:00,Shanghai-Rotterdam,1085.43
2023-10-30 08:00:00,Shanghai-Rotterdam,1082.37
2023-10-30 09:00:00,Shanghai-Rotterdam,1079.74
2023-10-30 10:00:00,Shanghai-Rotterdam,1085.65
2023-10-30 11:00:00,Shanghai-Rotterdam,1083.11
2023-10-30 12:00:00,Shanghai-Rotterdam,1078.41
2023-10-30 13:00:00,Shanghai-Rotterdam,1081.71
2023-10-30 14:00:00,Shanghai-Rotterdam,1081.76
2023-10-30 15:00:00,Shanghai-Rotterdam,1082.95
2023-10-30 16:00:00,Shanghai-Rotterdam,1078.94
2023-10-30 17:00:00,Shanghai-Rotterdam,1089.77
2023-10-30 18:00:00,Shanghai-Rotterdam,1091.63
2023-10-30 19:00:00,Shanghai-Rotterdam,1084.01
2023-10-30 20:00:00,Shanghai-Rotterdam,1101.22
2023-10-30 21:00:00,Shanghai-Rotterdam,1083.94
2023-10-30 22:00:00,Shanghai-Rotterdam,1086.37
2023-10-30 23:00:00,Shanghai-Rotterdam,1088.07
2023-10-31 00:00:00,Shanghai-Rotterdam,1077.67
2023-10-31 01:00:00,Shanghai-Rotterdam,1086.3
2023-10-31 02:00:00,Shanghai-Rotterdam,1093.86
2023-10-31 03:00:00,Shanghai-Rotterdam,1085.04
2023-10-31 04:00:00,Shanghai-Rotterdam,1083.94
2023-10-31 05:00:00,Shanghai-Rotterdam,1088.62
2023-10-31 06:00:00,Shanghai-Rotterdam,1093.15
2023-10-31 07:00:00,Shanghai-Rotterdam,1080.24
2023-10-31 08:00:00,Shanghai-Rotterdam,1085.29
2023-10-31 09:00:00,Shanghai-Rotterdam,1084.7
2023-10-31 10:00:00,Shanghai-Rotterdam,1089.55
2023-10-31 11:00:00,Shanghai-Rotterdam,1082.77
2023-10-31 12:00:00,Shanghai-Rotterdam,1092.06
2023-10-31 13:00:00,Shanghai-Rotterdam,1090.58
2023-10-31 14:00:00,Shanghai-Rotterdam,1101.21
2023-10-31 15:00:00,Shanghai-Rotterdam,1087.97
2023-10-31 16:00:00,Shanghai-Rotterdam,1090.47
2023-10-31 17:00:00,Shanghai-Rotterdam,1087.08
2023-10-31 18:00:00,Shanghai-Rotterdam,1088.57
2023-10-31 19:00:00,Shanghai-Rotterdam,1098.58
2023-10-31 20:00:00,Shanghai-Rotterdam,1091.33
2023-10-31 21:00:00,Shanghai-Rotterdam,1095.35
2023-10-31 22:00:00,Shanghai-Rotterdam,1093.23
2023-10-31 23:00:00,Shanghai-Rotterdam,1089.97
2023-11-01 00:00:00,Shanghai-Rotterdam,1091.25
2023-11-01 01:00:00,Shanghai-Rotterdam,1078.86
2023-11-01 02:00:00,Shanghai-Rotterdam,1089.75
2023-11-01 03:00:00,Shanghai-Rotterdam,1087.22
2023-11-01 04:00:00,Shanghai-Rotterdam,1090.67
2023-11-01 05:00:00,Shanghai-Rotterdam,1087.64
2023-11-01 06:00:00,Shanghai-Rotterdam,1087.83
2023-11-01 07:00:00,Shanghai-Rotterdam,1091.09
2023-11-01 08:00:00,Shanghai-Rotterdam,1099.51
2023-11-01 09:00:00,Shanghai-Rotterdam,1098.71
2023-11-01 10:00:00,Shanghai-Rotterdam,1092.96
2023-11-01 11:00:00,Shanghai-Rotterdam,1099.57
2023-11-01 12:00:00,Shanghai-Rotterdam,1092.59
2023-11-01 13:00:00,Shanghai-Rotterdam,1094.68
2023-11-01 14:00:00,Shanghai-Rotterdam,1093.37
2023-11-01 15:00:00,Shanghai-Rotterdam,1101.76
2023-11-01 16:00:00,Shanghai-Rotterdam,1101.39
2023-11-01 17:00:00,Shanghai-Rotterdam,1098.13
2023-11-01 18:00:00,Shanghai-Rotterdam,1110.14
2023-11-01 19:00:00,Shanghai-Rotterdam,1099.67
2023-11-01 20:00:00,Shanghai-Rotterdam,1097.83
2023-11-01 21:00:00,Shanghai-Rotterdam,1096.66
2023-11-01 22:00:00,Shanghai-Rotterdam,1094.36
2023-11-01 23:00:00,Shanghai-Rotterdam,1102.99
2023-11-02 00:00:00,Shanghai-Rotterdam,1098.32
2023-11-02 01:00:00,Shanghai-Rotterdam,1102.37
2023-11-02 02:00:00,Shanghai-Rotterdam,1104.7
2023-11-02 03:00:00,Shanghai-Rotterdam,1103.13
2023-11-02 04:00:00,Shanghai-Rotterdam,1107.52
2023-11-02 05:00:00,Shanghai-Rotterdam,1110.24
2023-11-02 06:00:00,Shanghai-Rotterdam,1092.8
2023-11-02 07:00:00,Shanghai-Rotterdam,1104.97
2023-11-02 08:00:00,Shanghai-Rotterdam,1102.81
2023-11-02 09:00:00,Shanghai-Rotterdam,1110.52
2023-11-02 10:00:00,Shanghai-Rotterdam,1105.51
2023-11-02 11:00:00,Shanghai-Rotterdam,1097.88
2023-11-02 12:00:00,Shanghai-Rotterdam,1107.33
2023-11-02 13:00:00,Shanghai-Rotterdam,1100.24
2023-11-02 14:00:00,Shanghai-Rotterdam,1110.03
2023-11-02 15:00:00,Shanghai-Rotterdam,1113.95
2023-11-02 16:00:00,Shanghai-Rotterdam,1109.67
2023-11-02 17:00:00,Shanghai-Rotterdam,1116.06
2023-11-02 18:00:00,Shanghai-Rotterdam,1118.17
2023-11-02 19:00:00,Shanghai-Rotterdam,1108.78
2023-11-02 20:00:00,Shanghai-Rotterdam,1109.11
2023-11-02 21:00:00,Shanghai-Rotterdam,1113.14
2023-11-02 22:00:00,Shanghai-Rotterdam,1108.92
2023-11-02 23:00:00,Shanghai-Rotterdam,1116.88
2023-11-03 00:00:00,Shanghai-Rotterdam,1102.6
2023-11-03 01:00:00,Shanghai-Rotterdam,1110.79
2023-11-03 02:00:00,Shanghai-Rotterdam,1113.21
2023-11-03 03:00:00,Shanghai-Rotterdam,1123.65
2023-11-03 04:00:00,Shanghai-Rotterdam,1115.97
2023-11-03 05:00:00,Shanghai-Rotterdam,1113.92
2023-11-03 06:00:00,Shanghai-Rotterdam,1121.59
2023-11-03 07:00:00,Shanghai-Rotterdam,1124.5
2023-11-03 08:00:00,Shanghai-Rotterdam,1120.33
2023-11-03 09:00:00,Shanghai-Rotterdam,1120.81
2023-11-03 10:00:00,Shanghai-Rotterdam,1106.7
2023-11-03 11:00:00,Shanghai-Rotterdam,1121.09
2023-11-03 12:00:00,Shanghai-Rotterdam,1121.98
2023-11-03 13:00:00,Shanghai-Rotterdam,1119.76
2023-11-03 14:00:00,Shanghai-Rotterdam,1126.54
2023-11-03 15:00:00,Shanghai-Rotterdam,1119.46
2023-11-03 16:00:00,Shanghai-Rotterdam,1117.43
2023-11-03 17:00:00,Shanghai-Rotterdam,1129.59
2023-11-03 18:00:00,Shanghai-Rotterdam,1126.49
2023-11-03 19:00:00,Shanghai-Rotterdam,1123.62
2023-11-03 20:00:00,Shanghai-Rotterdam,1115.46
2023-11-03 21:00:00,Shanghai-Rotterdam,1134.5
2023-11-03 22:00:00,Shanghai-Rotterdam,1127.87
2023-11-03 23:00:00,Shanghai-Rotterdam,1131.98
2023-11-04 00:00:00,Shanghai-Rotterdam,1126.88
2023-11-04 01:00:00,Shanghai-Rotterdam,1131.66
2023-11-04 02:00:00,Shanghai-Rotterdam,1135.63
2023-11-04 03:00:00,Shanghai-Rotterdam,1137.63
2023-11-04 04:00:00,Shanghai-Rotterdam,1135.45
2023-11-04 05:00:00,Shanghai-Rotterdam,1138.82
2023-11-04 06:00:00,Shanghai-Rotterdam,1135.95
2023-11-04 07:00:00,Shanghai-Rotterdam,1129.25
2023-11-04 08:00:00,Shanghai-Rotterdam,1128.29
2023-11-04 09:00:00,Shanghai-Rotterdam,1136.54
2023-11-04 10:00:00,Shanghai-Rotterdam,1140.67
2023-11-04 11:00:00,Shanghai-Rotterdam,1133.76
2023-11-04 12:00:00,Shanghai-Rotterdam,1132.9
2023-11-04 13:00:00,Shanghai-Rotterdam,1135.26
2023-11-04 14:00:00,Shanghai-Rotterdam,1133.72
2023-11-04 15:00:00,Shanghai-Rotterdam,1136.72
2023-11-04 16:00:00,Shanghai-Rotterdam,1145.74
2023-11-04 17:00:00,Shanghai-Rotterdam,1142.91
2023-11-04 18:00:00,Shanghai-Rotterdam,1134.77
2023-11-04 19:00:00,Shanghai-Rotterdam,1144.23
2023-11-04 20:00:00,Shanghai-Rotterdam,1149.78
2023-11-04 21:00:00,Shanghai-Rotterdam,1134.23
2023-11-04 22:00:00,Shanghai-Rotterdam,1141.83
2023-11-04 23:00:00,Shanghai-Rotterdam,1144.93
2023-11-05 00:00:00,Shanghai-Rotterdam,1140.55
2023-11-05 01:00:00,Shanghai-Rotterdam,1147.94
2023-11-05 02:00:00,Shanghai-Rotterdam,1148.69
2023-11-05 03:00:00,Shanghai-Rotterdam,1143.59
2023-11-05 04:00:00,Shanghai-Rotterdam,1153.1
2023-11-05 05:00:00,Shanghai-Rotterdam,1145.47
2023-11-05 06:00:00,Shanghai-Rotterdam,1149.14
2023-11-05 07:00:00,Shanghai-Rotterdam,1144.16
2023-11-05 08:00:00,Shanghai-Rotterdam,1150.03
2023-11-05 09:00:00,Shanghai-Rotterdam,1136.49
2023-11-05 10:00:00,Shanghai-Rotterdam,1143.79
2023-11-05 11:00:00,Shanghai-Rotterdam,1148.66
2023-11-05 12:00:00,Shanghai-Rotterdam,1152.98
2023-11-05 13:00:00,Shanghai-Rotterdam,1141.77
2023-11-05 14:00:00,Shanghai-Rotterdam,1153.35
2023-11-05 15:00:00,Shanghai-Rotterdam,1144.57
2023-11-05 16:00:00,Shanghai-Rotterdam,1152.65
2023-11-05 17:00:00,Shanghai-Rotterdam,1144.92
2023-11-05 18:00:00,Shanghai-Rotterdam,1154.99
2023-11-05 19:00:00,Shanghai-Rotterdam,1158.58
2023-11-05 20:00:00,Shanghai-Rotterdam,1150.53
2023-11-05 21:00:00,Shanghai-Rotterdam,1160.41
2023-11-05 22:00:00,Shanghai-Rotterdam,1152.36
2023-11-05 23:00:00,Shanghai-Rotterdam,1155.73
2023-11-06 00:00:00,Shanghai-Rotterdam,1154.31
2023-11-06 01:00:00,Shanghai-Rotterdam,1161.86
2023-11-06 02:00:00,Shanghai-Rotterdam,1148.11
2023-11-06 03:00:00,Shanghai-Rotterdam,1167.64
2023-11-06 04:00:00,Shanghai-Rotterdam,1164.39
2023-11-06 05:00:00,Shanghai-Rotterdam,1162.14
2023-11-06 06:00:00,Shanghai-Rotterdam,1160.65
2023-11-06 07:00:00,Shanghai-Rotterdam,1165.38
2023-11-06 08:00:00,Shanghai-Rotterdam,1157.66
2023-11-06 09:00:00,Shanghai-Rotterdam,1161.32
2023-11-06 10:00:00,Shanghai-Rotterdam,1161.86
2023-11-06 11:00:00,Shanghai-Rotterdam,1160.75
2023-11-06 12:00:00,Shanghai-Rotterdam,1170.0
2023-11-06 13:00:00,Shanghai-Rotterdam,1168.28
2023-11-06 14:00:00,Shanghai-Rotterdam,1162.81
2023-11-06 15:00:00,Shanghai-Rotterdam,1168.31
2023-11-06 16:00:00,Shanghai-Rotterdam,1170.26
2023-11-06 17:00:00,Shanghai-Rotterdam,1167.08
2023-11-06 18:00:00,Shanghai-Rotterdam,1171.96
